Ultra-Creamy Mashed Potatoes,"['lb. medium Yukon Gold potatoes, scrubbed', 'kosher salt, plus more', 'whole milk', 'heavy cream', 'head of garlic, halved crosswise', 'sprigs rosemary', '(2 sticks) unsalted butter, room temperature, cut into pieces', 'ground black pepper', 'potato ricer or food mill fitted with fine disk']",https://www.epicurious.com/recipes/food/views/ba-syn-best-mashed-potatoes
Shawarma-ish Short Rib Kebabs,"['of 1 large lemon', 'large garlic cloves, finely grated', 'mayonnaise', 'plain whole-milk Greek yogurt', 'plus 2 Tbsp. fresh lemon juice', 'Diamond Crystal or 1¼ tsp. Morton kosher salt, plus more', 'double-concentrated tomato paste', 'ground coriander', 'ground turmeric', 'cayenne pepper', 'ground cumin', 'vegetable oil, plus more for grill', 'lb. boneless beef short ribs, cut into ½"" cubes', 'bread, halved cherry tomatoes, sliced Persian cucumbers, quartered trimmed radishes, and lemon wedges (for serving)', 'to twelve 8""–12""-long bamboo skewers, soaked 1 hour, or metal skewers']",https://www.epicurious.com/recipes/food/views/ba-syn-shawarma-ish-short-rib-kebabs
Gâteau Nantais,"['(150 g) unsalted butter, at room temperature', '(60 g) all-purpose flour', '(200 g) almond flour', 'fine sea salt', '(150 g) sugar', 'from 1 small vanilla bean, or 2 tsp. pure vanilla extract', 'large eggs', 'dark rum (or lemon or orange juice)', '(45 g) powdered sugar', 'dark rum (or lemon or orange juice)']",https://www.epicurious.com/recipes/food/views/gateau-nantais
Baked Sweet Potatoes,"['large sweet potatoes (9–12 oz. each)', 'vegetable oil', 'kosher salt']",https://www.epicurious.com/recipes/food/views/baked-sweet-potatoes
Classic Cream Cheese Frosting,"['(8-oz. packages) cream cheese, room temperature', '(2 sticks) unsalted butter, room temperature', 'plus 1 tsp. vanilla bean paste or vanilla extract', 'kosher salt', 'powdered sugar']",https://www.epicurious.com/recipes/food/views/best-cream-cheese-frosting
Vegan Mushroom Cheesesteaks,"['canola oil, divided', 'lb. mixed mushrooms (such as cremini, shiitake, and king oyster), sliced', 'Diamond Crystal or ¼ tsp. Morton kosher salt', 'freshly ground black pepper', 'chopped onion', 'Vegan Beer-Cheese Sauce', '6"" soft hoagie rolls, warmed but not toasted, split']",https://www.epicurious.com/recipes/food/views/vegan-cheesesteaks
Mushroom Piccata,"['lemon', 'extra-virgin olive oil, divided', 'mixed mushrooms (such as crimini, shiitake, and/or maitake), cut or torn into large pieces if needed', 'all-purpose flour or cornstarch', 'salt', 'large shallot or 1 small red onion, finely chopped', 'garlic cloves, thinly sliced', 'dry white wine', 'Castelvetrano or other olives, crushed, pits removed', 'drained capers', 'unsalted butter, cut into pieces', 'ground black pepper', 'leaves with tender stems (for serving)']",https://www.epicurious.com/recipes/food/views/ba-syn-mushroom-piccata
Marinated Mozzarella and Peppadew Peppers,"['pearl mozzarella, drained', 'drained Peppadew peppers in brine', 'red wine vinegar', 'sprigs thyme, torn in half', 'garlic cloves, finely grated', 'Diamond Crystal or ¼ tsp. Morton kosher salt', 'mild red pepper flakes', 'olive oil (for drizzling)', 'ground black pepper']",https://www.epicurious.com/recipes/food/views/ba-syn-marinated-mozzarella-balls-with-peppadews-recipe
Gozleme With Spinach and Three Cheeses,"['2⁄3 cups all-purpose flour, plus more for dusting', 'kosher salt', 'warm water', 'tablespoons extra-virgin olive oil, plus a little more as needed', 'extra-virgin olive oil', 'finely chopped Spanish onion', 'ricotta cheese', 'crumbled feta cheese, preferably sheep’s or goat’s milk', 'grated kasseri cheese', 'kosher salt, plus more as needed', 'chopped fresh flat leaf parsley leaves', 'chopped fresh spearmint leaves', 'chopped fresh dill leaves', 'ground black pepper', '1⁄2 cups spinach, cut into thin ribbons']",https://www.epicurious.com/recipes/food/views/spinach-and-three-cheese-gozleme
Peach Pie,"['(313 g) all-purpose flour', 'granulated sugar', 'Diamond Crystal or ½ tsp. Morton kosher salt', '(2 sticks) chilled unsalted butter, cut into 1"" pieces', 'apple cider vinegar', 'all-purpose flour, plus more for surface', 'lb. ripe but firm peaches (about 10 medium), peeled, pitted, cut into ¾""-thick wedges (about 6 cups)', '(30 g) cornstarch', 'fresh lemon juice', 'brandy (optional)', 'vanilla extract', 'finely grated orange zest', 'Diamond Crystal or ½ tsp. Morton kosher salt', 'ground nutmeg', '(133 g) plus 2 Tbsp. granulated sugar, divided', 'chilled unsalted butter, cut into ½"" pieces', 'large egg', 'ground cinnamon', 'ice cream (for serving; optional)', '9""-diameter deep pie dish']",https://www.epicurious.com/recipes/food/views/ba-syn-peach-pie
Mini Knafeh With Rose and Pistachio,"['whole-milk mozzarella, grated on the large holes of a box grater', 'whole-milk fresh ricotta', 'ghee or clarified butter, melted', 'Diamond Crystal or ¼ tsp. Morton kosher salt', 'food coloring or red and yellow food coloring, preferably oil-based or powder (optional)', 'lb. fresh or frozen, thawed kataifi (shredded phyllo pastry)', '(200 g) sugar', 'fresh lemon juice', 'rose water or orange-flower water (optional)', 'raw pistachios, finely chopped or crushed', 'dried rose petals (optional)', 'food-grade gloves (optional)']",https://www.epicurious.com/recipes/food/views/ba-syn-mini-knafeh-with-rose-and-pistachio
Saucy Tofu Noodles With Cucumbers and Chili Crisp,"['soy sauce', 'light or dark brown sugar', 'tahini', 'toasted sesame oil', 'black (Chinkiang) vinegar or balsamic vinegar', 'store-bought chili crisp, plus more for serving', 'Persian cucumbers, thinly sliced into rounds', 'unseasoned rice vinegar', 'Diamond Crystal or 1½ tsp. Morton kosher salt, divided, plus more', '14-oz. block extra-firm tofu, drained', 'cornstarch', 'vegetable oil, divided', 'shiitake mushrooms, finely chopped', 'shallot, finely chopped', '1"" piece ginger, peeled, finely chopped', 'garlic cloves, finely chopped', 'fresh ramen or dried wheat noodles']",https://www.epicurious.com/recipes/food/views/ba-syn-saucy-tofu-noodles-with-cucumbers-and-chili-crisp
Joconde Cake,"['(454 grams) heavy whipping cream', 'to 2 Tbsp. confectioners’ sugar', 'vanilla extract', 'all-purpose flour', '(120g) almond flour', '(150 grams) eggs, at room temperature', '(100g) superfine sugar, plus 2 tbsp', '(105 grams) egg whites, at room temperature', 'pinch kosher salt', 'sugar for dusting', 'recipe Perfect Whipped Cream', '(480g) fresh berries']",https://www.epicurious.com/recipes/food/views/joconde
Khao Phat Kai (Fried Rice With Chicken),"['fish sauce', 'fresh bird’s eye chiles, sliced crosswise 1⁄8""-thick', 'cloves garlic, cut crosswise into paper-thin slices (optional)', 'boneless, skinless chicken breasts', 'Chinese broccoli', 'vegetable oil', 'large cloves garlic, minced', 'yellow or white onion, about 6 oz., cut into 1⁄2""-wide wedges', 'Roma tomato, about 6 oz., cut into 1⁄2""-wide wedges', 'cold cooked long-grain white rice', 'dark sweet soy sauce', 'thin soy sauce', 'fish sauce', 'eggs', 'white pepper, for dusting', 'limes, cut into wedges', 'fish sauce', 'English cucumber, or 2 pickling cucumbers, peeled and thinly sliced crosswise']",https://www.epicurious.com/recipes/food/views/khao-phat-kai-fried-rice-with-chicken
Super-Moist Yellow Cake With Rich Chocolate Frosting,"['(1½ sticks) unsalted butter, room temperature, cut into pieces, plus more for pans', '(345 g) cake flour', '(150 g) granulated sugar', 'baking powder', 'baking soda', 'Diamond Crystal or ½ tsp. Morton kosher salt', 'large eggs, room temperature', 'large egg yolks, room temperature', 'buttermilk, room temperature', 'vanilla extract', '(440 g) powdered sugar', '(126 g) unsweetened Dutch-process cocoa powder', '(3 sticks) unsalted butter, room temperature', 'Diamond Crystal or ½ tsp. Morton kosher salt', 'plus 2 Tbsp. (or more) buttermilk, room temperature']",https://www.epicurious.com/recipes/food/views/super-moist-yellow-cake-with-rich-chocolate-frosting
Gluten-Free Carrot Cake,"['virgin coconut oil, melted, plus more for pans', 'almond flour, plus more for dusting pans', 'kosher salt', 'baking powder', 'ground cardamom', 'ground cinnamon', 'ground ginger', 'baking soda', 'large eggs', '(packed) dark brown sugar', 'vanilla extract', 'carrots, peeled, coarsely shredded, squeezed firmly to expel excess water', 'shredded unsweetened coconut', 'walnuts, finely chopped', 'golden raisins', 'cream cheese, room temperature', '(1 stick) unsalted butter, room temperature', 'gluten-free powdered sugar', 'Greek yogurt', 'vanilla extract', 'of kosher salt']",https://www.epicurious.com/recipes/food/views/ba-syn-gluten-free-carrot-cake
Risotto al Limone,"['Meyer lemons', 'ounces (115 grams) Parmigiano Reggiano', '(1.5 liters) water', 'olive oil', 'fresh basil leaves', 'large shallot, finely chopped', '(300 grams) risotto rice, such as nano vialone', '(120 milliliters) dry white wine', 'and pepper']",https://www.epicurious.com/recipes/food/views/risotto-al-limone
Roast Turkey With Country Ham Stuffing and Giblet Gravy,"['½-inch cubes of day-old homemade-type white bread', '½-inch cubes of day-old whole-wheat bread', 'pound boneless cooked or uncooked Smithfield or other country ham, cut into 1/4-inch dice', '(½ cup) unsalted butter', 'onions, chopped', 'ribs of celery, chopped', 'tablespoons minced fresh sage leaves or 2½ teaspoons crumbled dried sage', 'teaspoons dried thyme, crumbled', '12- to 14-pound turkey, the neck and giblets (excluding the liver) reserved for making turkey giblet stock', 'sticks (¾ cup) unsalted butter, softened', 'water', 'turkey giblet stock or chicken broth', 'dry white wine', 'tablespoons all-purpose flour', 'turkey giblet stock , including the reserved cooked neck and giblets', 'sage leaves for garnish']",https://www.epicurious.com/recipes/food/views/roast-turkey-with-country-ham-stuffing-and-giblet-gravy-13347
Black Bean “Jajang” Bolo Rice,"['small onion, coarsely chopped', 'celery stalks, coarsely chopped', 'small carrots, peeled, chopped', 'garlic cloves, coarsely chopped', 'unsalted butter', 'vegetable oil', 'salt', '14.5-oz. can crushed tomatoes', 'dry red wine', 'ground beef', 'ground pork', 'roasted black bean paste', 'oyster sauce', 'freshly ground black pepper', 'low-sodium beef broth', 'cornstarch', 'short-grain white rice, thinly sliced cucumber, and toasted sesame seeds (for serving)']",https://www.epicurious.com/recipes/food/views/ba-syn-black-bean-jajang-bolo-rice-recipe
Soft-Boiled Eggs With Pickled Chiles,"['pound (455 g) fresh chiles, such as jalapeños, serranos, cayennes, or Fresnos, thinly sliced into rounds', '(420 ml) distilled white vinegar', 'kosher salt, plus more to taste', 'raw sugar, plus more to taste', 'salt', 'large eggs', 'salt']",https://www.epicurious.com/recipes/food/views/soft-boiled-eggs-with-pickled-chiles
Passion Fruit Bars,"['(125 g) all-purpose flour', '(100 g) granulated sugar', 'Diamond Crystal or ¼ tsp. Morton kosher salt', 'baking powder', '(1 stick) unsalted butter, melted, slightly cooled', 'vanilla extract', '(31 g) all-purpose flour', 'cream of tartar', 'Diamond Crystal or ½ tsp. Morton kosher salt', 'large eggs', 'large egg yolks', 'passion fruit juice (preferably Ceres or Goya Passion Fruit Cocktail)', 'fresh lemon juice', '(200 g) granulated sugar', 'unsalted butter', 'passion fruit or powdered sugar (for serving; optional)']",https://www.epicurious.com/recipes/food/views/ba-syn-passion-fruit-bars
Ultimate Sugar Cookies,"['kosher salt', 'baking powder', '(375 g) all-purpose flour, plus more for rolling', '(2½ sticks) chilled unsalted butter, cut into ½-inch pieces', '(200 g) sugar', 'large egg', 'large egg yolk', 'vanilla extract', 'sanding sugar or Easy Sugar Cookie Icing, for decorating', '(kcal) 130 Fat (g) 8 Saturated Fat (g) 5 Cholesterol (mg) 35 Carbohydrates (g) 14 Dietary Fiber (g) 0 Total Sugars (g) 5 Protein (g) 1 Sodium (mg) 60']",https://www.epicurious.com/recipes/food/views/ba-syn-ultimate-sugar-cookies
BA’s Best Chicken and Dumplings,"['chicken legs (thigh and drumstick)', 'leek, pale-green and white parts only', 'carrots, 1 whole, 3 chopped into ½"" rounds', 'celery stalks, 1 whole, 3 chopped into ½"" pieces', 'medium onion, chopped, divided', 'garlic cloves, smashed', 'sprigs thyme', 'stems from ½ bunch', 'bay leaf', 'whole peppercorns', 'salt', 'chicken fat (schmaltz) or butter, melted, divided', 'ground black pepper', 'all-purpose flour, divided', 'baking powder', 'baking soda', 'plus 2 Tbsp. buttermilk', 'heavy cream', 'chives (for serving)']",https://www.epicurious.com/recipes/food/views/ba-syn-best-chicken-and-dumplings
Whipped Ricotta Toast With Date and Rhubarb Compote,"['Medjool dates, pitted, chopped', 'ground cardamom', 'kosher salt, divided', 'medium rhubarb stalks (about 4 oz.), chopped', 'whole-milk fresh ricotta', 'extra-virgin olive oil, divided', '1""-thick slices country-style sourdough bread', 'coarsely chopped raw pistachios', 'cracked black pepper']",https://www.epicurious.com/recipes/food/views/ba-syn-whipped-ricotta-toast-with-date-and-rhubarb-compote
Hong Kong–Style French Toast,"['(1\xad-inch) slices of milk bread, preferably a few days old', 'creamy peanut butter', 'milk', 'large eggs', 'of cinnamon', 'of coarse salt', 'unsalted butter, plus more for serving', 'sweetened condensed milk, for serving']",https://www.epicurious.com/recipes/food/views/hong-kong-style-french-toast
Chocotorta,"['(1 liter) whole milk', '(300 g) granulated sugar', 'baking soda', 'of salt', 'for greasing', 'lb 2 oz. (500 g) cream cheese', 'lb 2 oz. (500 g) Dulce de leche\xa0', 'unsweetened (Dutch) cocoa powder', 'whole milk', '(400 g) Chocolinas or plain uncoated chocolate cookies', 'fl. oz. (200 ml) heavy cream', '(400 g) dark chocolate (at least 70% cocoa solids), broken into small pieces']",https://www.epicurious.com/recipes/food/views/chocotorta
Classic Deviled Eggs,"['large eggs', 'mayonnaise', 'Dijon mustard', 'cayenne', 'Paprika and chopped fresh chives', 'bag fitted with ½-inch star tip (optional)']",https://www.epicurious.com/recipes/food/views/deviled-eggs-106562
Easy Candied Orange Peel,"['large oranges', 'sugar, divided']",https://www.epicurious.com/recipes/food/views/simple-candied-orange-peel-350798
Swiss Chard Pakora Pancake With Burst Tomatoes,"['plain whole-milk Greek yogurt', 'harissa paste', 'of ½ lime', 'Diamond Crystal or 1 tsp. Morton kosher salt, plus more', 'Swiss chard', 'extra-virgin olive oil, divided', 'small red onion, thinly sliced', 'cayenne pepper', 'ground cumin', 'ground turmeric', 'cherry tomatoes', 'chickpea flour', 'handful of basil, dill, cilantro, and/or mint leaves']",https://www.epicurious.com/recipes/food/views/ba-syn-swiss-chard-pakora-pancake-with-burst-tomatoes-recipe
Easy Guacamole,"['ripe avocados (preferably Californian, such as Hass)', 'small onion, minced or diced', 'garlic clove, minced and mashed to a paste with ½ teaspoon kosher salt', 'kosher salt', 'teaspoons fresh lime juice, or to taste', 'ground cumin', 'fresh or pickled jalapeño, seeded and minced (optional)', 'tablespoons chopped fresh cilantro (optional)']",https://www.epicurious.com/recipes/food/views/guacamole-recipe
Cognac Punch Swizzle,"['pineapple juice', 'sugar', 'sprig sage', 'sprig thyme', 'black peppercorns', 'sweetened condensed milk', 'cognac (preferably Pierre Ferrand Ambré or 1840 Original Formula)', 'Cocchi Aperitivo Americano', 'fresh lemon juice', 'absinthe', 'bitters and orange twist (for serving)']",https://www.epicurious.com/recipes/food/views/ba-syn-cognac-punch-swizzle
Black Angel,"['round cucumber slices, ¼"" thick', 'pinch kosher salt', 'gin (such as Beefeater)', 'Averna', 'twist and cucumber ribbon (for serving)']",https://www.epicurious.com/recipes/food/views/black-angel-cocktail
Raspberry-Cardamom Yogurt Semifreddo,"['lb. fresh raspberries (about 2⅔ cups)', '(67 g) granulated sugar', 'fresh lemon juice', 'salt', 'ground cardamom', 'sweetened condensed milk', 'plain whole-milk Greek yogurt or labneh', 'vanilla extract', 'bittersweet chocolate, finely chopped', 'heavy cream']",https://www.epicurious.com/recipes/food/views/ba-syn-raspberry-cardamom-yogurt-semifreddo
Guava-Grapefruit Possets,"['heavy cream', '(100 g) sugar', '(packed) finely grated grapefruit zest', 'fresh grapefruit juice', 'fresh lemon juice', 'kosher salt', 'guava paste (preferably Goya or La Fe), cut into small pieces', 'fresh lemon juice', 'sea salt']",https://www.epicurious.com/recipes/food/views/ba-syn-guava-grapefruit-possets
Verdens Beste Kake (the World’s Best Cake),"['(500 ml) whole milk', 'vanilla bean, seeds scraped', 'whole egg plus 1 egg yolk', '(100 g) superfine sugar', '(30 g) cornstarch', 'salt', '(25 g) butter', 'sticks (150 g) butter', '(130 g) granulated sugar', 'egg yolks', 'plus 2 Tbsp. (150 g) all-purpose flour or cake flour', 'baking powder', 'vanilla extract, or the seeds from 1 vanilla bean', 'plus 1 Tbsp. (100 ml) whole milk', '(150 ml) whipping cream', 'portion of pastry cream', 'egg whites', 'pinch of cream of tartar', '(250 g) granulated sugar', '(75 g) slivered almonds']",https://www.epicurious.com/recipes/food/views/verdens-beste-kake
Curried Egg Tartines,"['large eggs', 'radishes, trimmed, thinly sliced (optional)', 'coarsely chopped tender herbs (such as parsley, chives, and/or dill)', 'Diamond Crystal or ½ tsp. Morton kosher salt, divided', 'of 1 lemon', 'scallions', 'extra-virgin olive oil, divided', 'thick slices country-style bread (such as ciabatta or sourdough)', 'curry powder (preferably Madras)', 'Kewpie mayonnaise', 'Dijon mustard', 'sea salt', 'pepper (for serving)']",https://www.epicurious.com/recipes/food/views/ba-syn-curried-egg-tartines
Bourbon Chicken Liver Pâté,"['sticks (¾ cup) unsalted butter', 'finely chopped onion', 'large garlic clove, minced', 'minced fresh thyme or ¼ teaspoon dried', 'minced fresh marjoram or ¼ teaspoon dried', 'minced fresh sage or ¼ teaspoon dried', 'salt', 'black pepper', 'ground allspice', 'pound chicken livers, trimmed', 'tablespoons bourbon', 'crackers or toasted baguette slices', 'a fresh thyme, marjoram, or sage sprig', '2½-cup crock or terrine or several small ramekins']",https://www.epicurious.com/recipes/food/views/bourbon-chicken-liver-pate-108720
Curried Black-Eyed Peas,"['garlic cloves, thinly sliced', 'small yellow onions, diced', 'habanero, stemmed, seeded, and super-small dice', 'olive oil, plus more as needed', 'salt, plus more as needed', 'curry powder', 'dried black-eyed peas (soaked overnight)', 'water', '(13.5-ounce) can unsweetened coconut milk', 'black pepper', 'bunch cilantro, chopped', 'of 2 limes']",https://www.epicurious.com/recipes/food/views/curried-black-eyed-peas
Peking-Style Chicken,"['(packed) dark brown sugar', 'Diamond Crystal or 1 Tbsp. plus ½ tsp. Morton kosher salt', 'five-spice powder', '3½–4-lb. whole chicken', 'vegetable oil', 'vegetable oil spray', 'scallions, white and pale green parts only, cut lengthwise into matchsticks', 'cucumber, cut into matchsticks', 'Peking duck wrappers or Boston lettuce leaves and hoisin sauce (for serving)']",https://www.epicurious.com/recipes/food/views/peking-style-chicken
Japanese Curry With Winter Squash and Mushrooms,"['unsalted butter', 'all-purpose flour', 'S&B curry powder', 'garam masala', 'vegetable oil, divided', 'mixed mushrooms (such as maitake, royal trumpet, shiitake, and/or crimini), torn or sliced into 2"" pieces', 'salt, freshly ground pepper', 'large onion, chopped', 'medium carrot, peeled, sliced on a diagonal ½"" thick', 'celery stalks, sliced on a diagonal ½"" thick', 'garlic cloves, finely chopped', '1"" piece ginger, peeled, finely chopped', 'low-sodium vegetable broth', 'kabocha squash, scrubbed, or other winter squash, peeled, seeds removed, cut into 1"" pieces (about 2½ cups)', 'plus 1 tsp. honey', 'sliced scallions and cooked short-grain rice (for serving)']",https://www.epicurious.com/recipes/food/views/ba-syn-japanese-curry-with-winter-squash-and-mushrooms
Gyoza and Greens With Chile Butter,"['labneh or plain whole-milk Greek yogurt', 'garlic cloves, finely grated', 'Diamond Crystal or ¾ tsp. Morton kosher salt, divided, plus more', 'pine nuts', 'extra-virgin olive oil', 'store-bought beef, chicken, or vegetable gyoza', 'unsalted butter', 'Aleppo-style pepper', 'ground cumin', 'smoked paprika', 'bunch Tuscan kale, ribs and stems removed, leaves torn', 'torn mint leaves']",https://www.epicurious.com/recipes/food/views/ba-syn-gyoza-and-greens-with-chile-butter-recipe
Celery Stalker,"['(30 ml) Beefeater gin', 'oz.(15 ml) fresh lime juice', '(15 ml) simple syrup (1:1)', 'drops celery bitters, such as Bitter Truth', 'wine, to top', 'slice, for garnish']",https://www.epicurious.com/recipes/food/views/celery-stalker
